,"DDe ep pth th |
(cm)
(cm)","Hori-
Hori-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
((%%) )","SSiilltt
(0.05-
(0.05-
0.002mm)|
0.002mm)
((%%) )","Clay
Clay
(<0.002
«0.002
mm)
mm)
((%%) )","Texture
Texture","| CCo oa ars rse e
ffr ra ag g. . |
vvool.l . |
((%%) )","| ppH H
11: :2 2. .5
5
water
water","EC
EC
| 11: :2 2. .5 5
| wwa ate ter r
(dS/m)
(dS/m)",lat_long,page,x,y,state
510,"41-89
41 - 89","Bt2
Bt2","56.2
56.2","18.7
18.7","23.1
22.1",ssccli,"-
-",66..88,"0.50
0.50","19°53' N and 84°5'30"" E ",205,19.88333333,84.09166667,Orissa
511,88 99 - -1 4 17 4 7 |,"BBt t3
3","57.6
57.6","]16 6. .1
1","26.3
26.3","scl
scI","-
-","7.0
7.0","0.42
0.42","19°53' N and 84°5'30"" E ",205,19.88333333,84.09166667,Orissa
512,"Depth |
Depth
(em)
(cm)","Hori-
Hori-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
((%%)) _","Silt
Silt
(0.05-
(0.05-
0.002mm);
O.002mm)
((%%) )","Clay
Clay
(<0.002
«0.002
mm)
mm)
((0%/)0 )","Texture
Texture","| CCo oa ars rse e
ffr ra ag g. . |
vvool.l . |
((%%) ) _","| ppH H
11: :2 2. .6 5 |
wwa ate ter r |","EC
EC
11: :2 2. .5
5
wwa ate ter
r
(dS/m)
(dS/m)",,207,22.275,86.1125,Orissa
513,"0-18
0-18","Ap
Ap",5566..44,2255..22,1188..44,ssll,--,66..88,00..5511,,207,22.275,86.1125,Orissa
514,118 8—- 4444,BBtlt l,5522..00,2244..33,2233..66,sscclI,--,77..00,00..4433,,207,22.275,86.1125,Orissa
515,"44-9]
44 -91","Bt2
St2",1188..55,5533..22,2288..33,ssiiccll,--,77..00,00..3366,,207,22.275,86.1125,Orissa
516,991 1 -— 113333,"Cl
Cl",2288..33,"49.7
49.7","22.0
22.0",ssiill,--,"7A
7.1","0.28
0.28",,207,22.275,86.1125,Orissa
517,"133-150
133 - 150",| CC2 2,"30,2
30.2","49.6
49.6","20.2
20.2",ssiill,#NAME?,"77,.22","0.17
0.17",,207,22.275,86.1125,Orissa
518,"Depth
Depth |
(cm)
(cm)","Hori-
Hori-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
((%%) )","SSiillt t
(0.05-
(0.05-
0.002mm);
0.002mm)
((%%) )","Clay
Clay
(<0.002
«0.002
mm)
mm)
((%%) )","Texture
Texture","Coarse
| Coarse
ffr ra ag g. . |
vol. |
vol.
(“)
(_%)_","| ppH H
11: :2 2. .5
5
water
water","EC
EC
| 11: :2 2. .5 5
| wwa ate ter r
(dS/m)
(dS/m)",,209,21.60833333,87.425,Orissa
519,"0-14
0- 14","Ap
Ap","21.0
21.0","32.7
32.7","46.3
46.3",cc,--,66..77,"2.41
2.41",,209,21.60833333,87.425,Orissa
520,"14-56
14 - 56","Bwl
Bwl",1155..33,"40.6
40.6","4444,]. 1",ssiicc,--,77..00,"2.23
2.23",,209,21.60833333,87.425,Orissa
521,"56-91
56 - 91","Bw2
Bw2",1144..66,"43.9
43.9",4411..55,ssiicc,--,77..11,"1.65
1.65",,209,21.60833333,87.425,Orissa
522,99 11 - -1 4 18 4 8 |,"B Bw w3
3",1122..88,"43.8
43.8",443 3..44,ssiicc,-~,"be
7.3","1.78
1.78",,209,21.60833333,87.425,Orissa
523,"DDe ep pth th |
(cm)
(em)","Hori-
Hori-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
((%%))","SSiiltl t
(0.05-
(O.OS-
0.002mm)|
0.OO2mm)
((0%/)0 )","Clay
Clay
(<0.002
«0.002
mm)
mm)
((%%) )","Texture
Texture","| CCo oar as ne e
ff rra ag g. . |
vvo ol. l . |
((%%) )","| ppH H
11: :2 2. .5
5
wwa ate ter
r","EC
EC
| 11: :2 2. .5 5
| wwa ate ter r
((ddSS//mm) )","19°7'30"" N and 84°33'30"" E ",213,19.125,84.55833333,Orissa
524,"0-15
0-15","Apg
Apg","56.0
56.0","16.6
16.6","27.3
27.3",ssccli,"-
-","6.0
6.0","0.51
0.51","19°7'30"" N and 84°33'30"" E ",213,19.125,84.55833333,Orissa
525,11 55 - -3 32 2 |,"BBw wgl
g l","60.0
60.0",99..88,"30.2
30.2",ssccl i,#NAME?,"77. .5
5","0.43
0.43","19°7'30"" N and 84°33'30"" E ",213,19.125,84.55833333,Orissa
526,"32-54 |
32-54","Bwg2
Bwg2","50.0
50.0","13.5
13.5","36.5
36.5",sscc,--,"7.9
7.9","0.37
0.37","19°7'30"" N and 84°33'30"" E ",213,19.125,84.55833333,Orissa
527,554 4- -7 77 7 |,"BBw wg g3
3","50.0
50.0","11.7
11.7","38.3
38.3",sscc,1L..55,88..22,"0.32
0.32","19°7'30"" N and 84°33'30"" E ",213,19.125,84.55833333,Orissa
528,77 77 - -9 96 6 |,"Bwg4
Bwg4","49.5
49.5","13.3
13.3","37.2
37.2",sscc,"]1.,00","8.4
8.4","0.18
0.18","19°7'30"" N and 84°33'30"" E ",213,19.125,84.55833333,Orissa
529,99 66 - -1 5 10 5 0 |,"BBw wg gs
5","60.2
60.2","9.5
9.5","30.3
30.3",ssccli,-~,88..44,"0.12
0.12","19°7'30"" N and 84°33'30"" E ",213,19.125,84.55833333,Orissa
530,"0-12
0 - 12",AA,6633..11,1122..11,224 4.8.8,ssccli,2233,44..77,"0.13
0.13","20°10'45"" N and 89°25'40"" E ",215,20.17916667,89.42777778,Orissa
531,"12-29
12 - 29","Bwl
Bwl","64.3
64.3",1100..44,"25.3
25.3",ssccli,"50
50",55..11,"0.06
0.06","20°10'45"" N and 89°25'40"" E ",215,20.17916667,89.42777778,Orissa
532,229 9—- 5522,"Bw2
Bw2",6633..5S,88..66,"27.9
27.9",ssccli,"54
54","5.3
5.3","0,06
0.06","20°10'45"" N and 89°25'40"" E ",215,20.17916667,89.42777778,Orissa
533,5522 -— 6666,"2C
2C","32.6
32.6",66..00,"61.4
61.4",cc,"81
81","5.5
5.5","0.04
0.04","20°10'45"" N and 89°25'40"" E ",215,20.17916667,89.42777778,Orissa
534,"66+
66+","Cr
Cr","weathered parent material
weathered parent material",,,,,,,"20°10'45"" N and 89°25'40"" E ",215,20.17916667,89.42777778,Orissa
535,"DDe ep pth th |
(cm)
(cm)","Hori-
Hori-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mim)
mm)
((%%) )","SSiiltl t
((00..0055--
0.002mm)
0.002mm)
((%%) )","Clay
Clay
(<0.002
«0.002
mm)
mm)
((%%) )","Texture
Texture","| CCo oa ars rse e
ffrraagg. . |
vvool.l .
(%)
(0/0)","| ppH H
11::22..55
water
water","EC
EC
| 11::22..55
| wwa ate ter r
(dS/m
(dS/m)","20°50'30"" N and 86°52'15"" E ",217,20.84166667,86.87083333,Orissa
536,"0-14
0- 14","Ap
Ap","36.8
36.8","38.2
38.2","25.0
25.0",Ii,"-
-","4.5
4.5","0.55
0.55","20°50'30"" N and 86°52'15"" E ",217,20.84166667,86.87083333,Orissa
537,11 44 - -4 4) 1 |,"Btgl
BtgI","36.7
36.7","22.8
22.8","40.4
40.4",cc,"-
:","4.9
4.9","0.50
0.50","20°50'30"" N and 86°52'15"" E ",217,20.84166667,86.87083333,Orissa
538,441 1- -6 67 7 |,"Btg2
Btg2","33.9
33.9","18.5
18.S","47.6
47.6",cc,"-
-",55..1 I,"0.45
0.45","20°50'30"" N and 86°52'15"" E ",217,20.84166667,86.87083333,Orissa
539,667 7- -9 96 6 |,"Btg3
Btg3","33.7
33.7","fe}
17.5","48.8
48.8",cc,"-
:","5.5
5.5","0.48
0.48","20°50'30"" N and 86°52'15"" E ",217,20.84166667,86.87083333,Orissa
540,996 6- -1 12 27 7 |,"BBt tg g4
4","43.4
43.4","17.3
17.3","39.3
39.3",ccll,55,"5.6
5.6","0.40
0.40","20°50'30"" N and 86°52'15"" E ",217,20.84166667,86.87083333,Orissa
541,112 27 7- -1 15 50 0 |,"Btgs.
Btg5","46.3
46.3","16.7
16.7","37.0
37.0",ccll,"15
15","5.8
5.8","0.37
0.37","20°50'30"" N and 86°52'15"" E ",217,20.84166667,86.87083333,Orissa
542,"DDe ep pth tb |
(cm)
(cm)","Hori-
Bori-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
(%)
(%)","SSiiltl t
(0.05-
(0.05-
0.002mm);
0.OO2mm)
(%)
(%)","Clay
Clay
(<0.002
«0.002
mm)
mm)
((%%) )","Texture
Texture","| CCo oa ars rse e
ffr ra ag g. . |
vvo ol. l . |
((%%) )","pH
| pH
11: :2 2. .5 5 |
wwa ate ter
r","EC
EC
11: :2 2. .5
5
| wwa ate ter r
(dS/m)
(dS/m)",,219,19.36666667,84.77916667,Orissa
543,"0-14
0-14","Ap
Apg",6611..00,2200..33,118 8..77,ssll,--,55..99,"0.86
0.S6",,219,19.36666667,84.77916667,Orissa
544,114 4- -3 34 4 |,"Bwgl
BwgI",5566..66,2222..11,2233..33,ssccli,--,66..22,00..9911,,219,19.36666667,84.77916667,Orissa
545,"34-55 |
34 - 55 _","Bwg2
Bwg2",5Si7n.d3,2222..77,2222..00,sscclI,--,66..22,"00. .7 74
4",,219,19.36666667,84.77916667,Orissa
546,"55 S5 - -8 0 |
80","Bwg3
Bwg3",5577..11,2222..77,2222..22,ssccli,--,66..33,"0.68
0.68",,219,19.36666667,84.77916667,Orissa
547,"88 00 - -1 1 10 |
1 0","BBw wg g4
4","60.4
60.4","19.4
19.4","20.2
20.2",ssccli,66,"6.4
6.4","0.57
0.57",,219,19.36666667,84.77916667,Orissa
548,"110-150 |
110 - 150","BBw wg g5
5",5599..00,2200..77,"20.3
20.3",ssccli,1100,66..55,"0.49
0.49",,219,19.36666667,84.77916667,Orissa
549,"DDe ep pth th |
(cm)
(em)","Hori-
Hori·
zon |
ZOD","Sand
Sand
(( 22, .00- -0 0. .0 05
5
mm)
mm)
((%%) )","SSiillt t
(0.05-
(0.05-
0.002mm)|
0.002mm)
((%%) )","Clay
Clay
(<0.002
«0.002
mm)
mm)
((%%) )","Texture
Texture","Coarse
| Coarse
ff rra ag g. . |
vvool.l . |
((%*) )","| ppH H
11: :2 2. .5
5
wwa ate ter
r","EC
EC
| 11: :2 2. .5 5
water
| water
((ddSS//mm) )","19°42'30"" Nand 85°11' E ",221,19.70833333,85.18333333,Orissa
550,"0-21
0 -21","Apk
Apk","14.4
14.4","48.5
48.5","37.1
37.1",ssiiccl l,--,"73
7.3","0.42
0.42","19°42'30"" Nand 85°11' E ",221,19.70833333,85.18333333,Orissa
551,2 21 1- -4 48 8 |,"Bsskl
Bsskl",113 3..66,"43.5
43.5","42.9
42.9",ssiicc,--,77..66,"0.27
0.27","19°42'30"" Nand 85°11' E ",221,19.70833333,85.18333333,Orissa
552,"48-82 |
48 - 82","Bssk2
Bssk2",335 5. .6 6 |,115 5..44,"49.0
49.0",cc,--,"79
7.9","0.13
0.13","19°42'30"" Nand 85°11' E ",221,19.70833333,85.18333333,Orissa
553,"82-105
82 -1 05 |","BBs ss sk k3
3",3388..77,1155..22,4466..11,cc,--,88..00,00..9955,"19°42'30"" Nand 85°11' E ",221,19.70833333,85.18333333,Orissa
554,110 05 5- -1 )5 55 5 |,"BBs ss sk k4
4",4400..22,1144..88,4455..00,cc,--,88..22,00..7766,"19°42'30"" Nand 85°11' E ",221,19.70833333,85.18333333,Orissa
555,"DDe ep pth th |
(cm)
(em)","Hori-
Bori-
zon |
zon","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
((“%%) )","SSiiltl t
(0.05-
(0.05-
0.002mm);
0.002mm)
((%%) )","Clay
Clay
(<0.002
| (<0.002
mm)
mm)
((%%) )","Texture
Texture","| CCo oa ars rse e |
frag. |
rrag.
vol. |
vol.
((%%) )","ppH
H
1:2.5
1:2.5
water
water","EC
EC
| 1:2.5
1:2.5
| wwa ate ter r
(dS/m)
(dS/m)","21°08'15"" Nand 86°50'15"" E ",223,21.1375,86.8375,Orissa
556,"0-26
0 -26","A
A","30.5
30.5","33.4
33.4","36.1
36.1",ccll,"-
~","6.4
6.4","0.88
0.88","21°08'15"" Nand 86°50'15"" E ",223,21.1375,86.8375,Orissa
557,229 9- -6 61 1 |,"BBg gw wl
l","8.0
8.0","51.8
51.8","40.2
40.2","sic
sic","-
-","6.7
6.7","0.76
0.76","21°08'15"" Nand 86°50'15"" E ",223,21.1375,86.8375,Orissa
558,661 1- -9 99 9 |,"Bwg2
Bwg2","9.1
9.1","52.9
52.9","38.0
38.0","sicl
sic!","-
-","6.6
6.6","0.63
0.63","21°08'15"" Nand 86°50'15"" E ",223,21.1375,86.8375,Orissa
559,"99-150
99 - 150 |","Bwg3
Bwg3 |","11.0
11.0","45.7
45.7","43.2
43.2","sic
sic","-
-","6.8
6.8","0.60
0.60","21°08'15"" Nand 86°50'15"" E ",223,21.1375,86.8375,Orissa
560,"Depth |
Depth
(cm)
(em)","Hori-
Hori-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mim)
mm)
((%%) )","SSiilltt
(0.05- |
(0.05-
0.002mm)|
0.002mm)
((%%))","Clay
Clay
(<0.002
«0.002
mm)
mm)
((%%) )","Texture
Texture","| CCo oa ars rse e |
ffr ra ag g. . |
VVol o. l . |
((%%))_","ppH
H
11: :2 2. .5
5
water
water","EC
EC
| 11: :2 2. .5 5
| wwa ate tr e r
(dS/m)
(dS/m)","20°13'45"" Nand 85°14'30"" E ",225,20.22916667,85.24166667,Orissa
561,"0-14
0 - 14","A
A","47.6
47.6","15.6
15.6","36.8
36.8",sscc,"50
50",55..00,"0.05
0.05","20°13'45"" Nand 85°14'30"" E ",225,20.22916667,85.24166667,Orissa
562,"14-31
14 - 3\",BBtlt l,"42.5
42.S",1122..66,"44.9
44.9",cC,"65
65",55..00,"0.05
0.05","20°13'45"" Nand 85°14'30"" E ",225,20.22916667,85.24166667,Orissa
563,"31-69
31 - 69","Bt2
Bt2","44.5
44.5","10.0
10.0","45.5
45.5",cc,"75
75",44..99,"0.05
0.05","20°13'45"" Nand 85°14'30"" E ",225,20.22916667,85.24166667,Orissa
564,"69+
69+",CCrr,"weathered parent material
weathered parent material",,,,,,,"20°13'45"" Nand 85°14'30"" E ",225,20.22916667,85.24166667,Orissa
565,"Depth
Depth
(cm)
(em)","Horizon
Horizon","Sand
Sand
(2.0-0.05
(2.0-0.05
mm) (%)
mm) (%)","SSillit t ((00..0055- -
0.002mm)
0.002mm)
W(%).)","Clay
Clay
(<0.002
(<0.002
mm) (%)
mm) (Of.)","Texture
Texture","Coarse
Coar e
frag.
frag.
vvool.l . (( O%) f. ) |","pH
pH
1:2.5
1:2.5
wwa ate ter
r","EC
EC
1:2.5
1:2.5
| wwa ate ter r
(dSm"")
(dSm"")",20°40' Nand 86°34' E ,229,20.66666667,86.56666667,Orissa
566,"0-13
0 - J3","Ap
Ao","12.0
12.0","36.7
36.7","51.3
51.3",cc,-~,"6.0
6.0","0.48
0.48",20°40' Nand 86°34' E ,229,20.66666667,86.56666667,Orissa
567,1133 -— 2 27 7,"Cl
CI","32.6
32.6","37.8
37.8","29.6
29.6",cclI,--,"6.5
6.5","0.42
0.42",20°40' Nand 86°34' E ,229,20.66666667,86.56666667,Orissa
568,2277 —- 5500,"C2
C2",44..44,"35.8
35.8","59.8
59.8",Ccc,--,"6.5
6.5","0.26
0.26",20°40' Nand 86°34' E ,229,20.66666667,86.56666667,Orissa
569,"50-71
50 - 71","C3
C3","3.7
3.7","36.9
36.9","59.4
59.4",cc,#NAME?,"6.5
6.5","0.23
0.23",20°40' Nand 86°34' E ,229,20.66666667,86.56666667,Orissa
570,771 1 -- —9 92 2,"C4
C4","2.3
2.3","27.8
27.8","69.9
69.9",cc,--,"6.5
6.5","0.13
0.13",20°40' Nand 86°34' E ,229,20.66666667,86.56666667,Orissa
571,"92-111
92 - 111","C5
C5","8.0
8.0","36.3
36.3","55.7
55.7",cc,--,"6.6
6.6","0.07
0.07",20°40' Nand 86°34' E ,229,20.66666667,86.56666667,Orissa
572,111 11 1 -— 113 32 2,"C6
C6","12.1
12.1","30.6
30.6","57.3
57.3",cc,#NAME?,"6.7
6.7","0.05
0.05",20°40' Nand 86°34' E ,229,20.66666667,86.56666667,Orissa
573,113 32 2 -— 116 60 0,"C7
C7","10.4
10.4","33.9
33.9","55.7
55.7",cc,--,"6.8
6.8","0.03
0.03",20°40' Nand 86°34' E ,229,20.66666667,86.56666667,Orissa
574,"D e p t h
Depth
( c m )
(em)","H o r i z o n
Horizon","S a n d
Sand |
)( 2 . 0 - 0 . 0 5
(1.0·0.05
m m ( % )
mm) (Of.) |","Slit Siit
)( 0 . 0 5 -
(0.05·
0 _. 0 0 2 m m
O.OOlmm) }
( % )
(0/0)","2C l a y
Clay
( < 0 . 0 0
«0.002
m m )
mm)
( % )
(%)","T e x t u r e
Tuture","Coarse | C o a r s e
frag.
frag.
( % )
(0/0)","p H
pH
1:2.5
1:1.5
w a t e r
water","E C
EC
1:2.5
1:2.5
)w a t e r
water
(dSm' l ) ( d S m ‘ '",,231,20.575,86.2875,Orissa
575,"0 - 1 8
0 - 18","A p
Ap","4 5 . 4
45.4","12.0
12.0","4 2 . 6
42.6","c
c",- =,"5.8
5.8","0.65
0.65",,231,20.575,86.2875,Orissa
576,"1 8 - 3 5
18 - 35","B w l
Bwl","4 0 . 7
40.7","14.9
14.9","4 4 . 4
44.4",c c,- ~,"5.8
5.8","0.61
0.61",,231,20.575,86.2875,Orissa
577,35 - 52 35 -— $2,"B w 2
Bw2","4 2 . 4
42.4","14.1
14.1","4 3 . 5
43.5",c c,- -,"5.5
5.5","0 . 5 4
0.54",,231,20.575,86.2875,Orissa
578,52 - 68 52 - 68,"B w 3
Bw3","30.3
30.3","19.6
19.6","50.1
50.1",c c,- -,"5.6
5.6","0 . 5 4
0.54",,231,20.575,86.2875,Orissa
579,68 - 86 68 — 86,"B w 4
Bw4","2 5 . 7
25.7","20.7
20.7","53.6
53.6",c c,- -,"5.7
5.7","0.43
0.43",,231,20.575,86.2875,Orissa
580,"8 6 - 1 1 0
86 - 110","B w s
Bw5","17.9
17.9","2 5 . 4
25.4","56.7
56.7",c é,- -,"6.0
6.0","0.32
0.32",,231,20.575,86.2875,Orissa
581,"1 1 0 - 1 3 0
110 - 130","B w 6
Bw6","11.9
11.9","3 2 . 9
32.9","55.2
55.2",c c,#NAME?,"6.3
6.3","0 . 2 9
0.29",,231,20.575,86.2875,Orissa
582,130 - 150 130 — 150,"B w 7
Bw7",9.1 9.1,"4 3 . 5
43.5","4 7 . 4
47.4",sic sic,- =,"6.5
6.5","0 . 1 9
0.19",,231,20.575,86.2875,Orissa
583,"Depth
Depth
(em)
(em)","Horizon
Horizon","Sand
Sand
(2.0-0.05
(2.0·0.05
mm) (%)
mm) (%)","SSillitt (( 00. .0 05 5- .
0.002mm)
0.OO2mm)
(%)
(%)","Clay
Clay
(<0.002
«0.002
mm) (%)
mm) (%)",TTe ex xtu ture re |,"CCo oa ars rse
e
(frraagg. .
vvool.l .
(%)
(%)","pH
pH
11::22..55
water
water","EC
EC
11::22..55
water
water
(dSm"")
(dSm"" )",,233,20.59583333,86.28611111,Orissa
584,"0-14
0- 14","Ap
Ap","22.0
22.0","44.2
44.2","33.8
33.8",ssiiccll,·-,55..55,"0.81
0.81",,233,20.59583333,86.28611111,Orissa
585,"14-36
14 - 36","Bwl
Bwl","20.3
20.3","43.2
43.2","36.5
36.5",ssiiccll,·-,55..88,"0.77
0.77",,233,20.59583333,86.28611111,Orissa
586,336 6 -- 660 0,"Bw2
Bw2","66,.55",446 6..77,"46.8
46.8",ssiicc,·-,66..00,"0.72
0.72",,233,20.59583333,86.28611111,Orissa
587,"60-78
60 - 78","Bw3
Bw3",2211..55,3366..66,4411..99,ssiicc,·-,66..22,00..6688,,233,20.59583333,86.28611111,Orissa
588,"78-92
78 - 92","Bw4
Bw4","10.0
10.0","44.8
44.8","45.2
45.2",ssiicc,·-,"6.4
6.4","0.64
0.64",,233,20.59583333,86.28611111,Orissa
589,992 2 -— 111 14 4,"Bw5
BwS","32.5
32.5","32.8
32.8","34.7
34.7",ccll,·-,66..33,"0.56
0.56",,233,20.59583333,86.28611111,Orissa
590,11 11 44 - —- 113 32 2,"Bw6
Bw6",55..66,445 5..88,"48.6
48.6",ssiicc,·-,66..44,"0.54
0.54",,233,20.59583333,86.28611111,Orissa
591,113 32 2 -— I1 S50 O,"Bw7
Bw7",66..00,4488.2.2,4455.8.8,ssiicc,·-,66..33,00..4488,,233,20.59583333,86.28611111,Orissa
592,"Depth
Depth
(cm)
(cm)","Horizon
Horizon","Sand
Sand
(2.0-0.05
(2.0.0.05
mmm m) ) (( %%) ) |","SSillti t
(0.05-
(0.05-
O0. .O00 O2 2m mm m)
)
(%)
_(%)_","Clay
Clay
(<0.002
«0.002
| mmm m) ) (( %%) )","Textu
Textu
re
re","Coarse
Coarse
frag. Vol.
(rag. Vol.
(%)
Wo)","pH
pH
1:2.5
1:2.5
water
water","EC
EC
1:2.5
1:2.5
| wwa ate ter r
(dSm"")
(dSm·l
)","20°08'45"" Nand 85°45' E ",235,20.14583333,85.75,Orissa
593,"0-14
0-14",AAp p |,"29.4
29.4","34.4
34.4","36.2
36.2 |","ol
cJ",#NAME?,"5.0
5.0","0.87
0.87","20°08'45"" Nand 85°45' E ",235,20.14583333,85.75,Orissa
594,"14-39
14 -39","Bwil
Bwl","30.3
30.3","30.0
30.0","39.7
39.7",ccll,-~,"5.1
5.J","0.83
0.83","20°08'45"" Nand 85°45' E ",235,20.14583333,85.75,Orissa
595,3399 —- 6600,"Bw2
Bw2","24.5
24.5","44.3
44.3","31.2
31.2",ccll,--,"49
4.9","0.70
0.70","20°08'45"" Nand 85°45' E ",235,20.14583333,85.75,Orissa
596,660 0 -— 9977,"Bwgl
Bwgl","14.5
14.5","53.6
53.6","31.9
31.9","sicl
sicJ",--,"4.5
4.5","0.64
0.64","20°08'45"" Nand 85°45' E ",235,20.14583333,85.75,Orissa
597,"97-155
97 - ISS","Bwg2
Bwg2","34.3
34.3","36.4
36.4","29.3
___ 29.3",ccll,--,"4.5
4.5","0.57
0.57","20°08'45"" Nand 85°45' E ",235,20.14583333,85.75,Orissa
598,"Depth
Depth
(cm)
(em)",| HHo or ri iz zo on n,"Sand
Sand
(2.0-0.05
(2.0-0.05
mm) (%)
mm) (%)","SSillti t (( 00. .0 05 5- -
0.002mm)
0.002mm)
(%)
(%)","Clay
Clay
(<0.002
«0.002
mm) (%)
mm) (%)","Textu
Tutu
rree","| Coarse
Coarse
fragment |
| fragment
5s (( %%) )","pH
pH
1:2.5
1:2.5
water
water","EC
EC
1:2.5
1:2.5
| wwa ate ter r
(( dd SSm m""' -)l
)","20°23'20"" Nand 85°52' E ",237,20.38888889,85.86666667,Orissa
599,"0-15
0-15","Ap
Ap","22.8
22.8","$3.5
53.5","23.7
23.7",ssilil,"-
-","5.8
5.8","0.87
0.87","20°23'20"" Nand 85°52' E ",237,20.38888889,85.86666667,Orissa
600,115 5 -— 330 0,"Bwl
Bwl","18.0
18.0","46,7
46.7","35.3
35.3",ssiicc] l,--,"6.0
6.0","0.62
0.62","20°23'20"" Nand 85°52' E ",237,20.38888889,85.86666667,Orissa
601,"330 0—- S50
O","Bw2
Bw2","15.4
1504","42.6
42.6","42.0
42.0",ssiicc,-~,"6.1
6.1","0.71
0.71","20°23'20"" Nand 85°52' E ",237,20.38888889,85.86666667,Orissa
602,"50-75
50-75","Bw3
Bw3",1177..55,"443
44,3","38.2
38.2",ssiiccl l,-~,"6.3
6.3","0.43
0.43","20°23'20"" Nand 85°52' E ",237,20.38888889,85.86666667,Orissa
603,"75-100
75-100","2C
| 2C","78.4
78.4",99..33,"12.3
12.3",ssll,--,"6.6
6.6","0.44
0.44","20°23'20"" Nand 85°52' E ",237,20.38888889,85.86666667,Orissa
604,"Depth |
Deptb
(cm)
(em)","Hori-
Hori-
zon |
zon","Sand
Sand
(2.0-0.05
(2.0-0.05
mm)
mm)
((%%) )","Silt
Silt
(0.05- |
(0.05-
0.002mm)|
0.OO2mm)
((%%) )","Clay |
Clay
(<0.002
«0.002
mm)
mm)
((%%) )","TTe ex xt tu ure
re","Coarse
| Coarse
frag. |
frag.
vol. |
vol.
((%%) )","pH
| pH
1:2.5
1:2.5
water
water","EC
EC
| 11: :2 2. .5 5
| wwa ate ter r
(dS/m)
(dS/m)",,239,19.975,85.70833333,Orissa
605,"0-15
0 -15","Ap
Ap","24.5
24.5
|","19.6
19.6","55.9
55.9",cc,--,"45
4.5","0.79
0.79",,239,19.975,85.70833333,Orissa
606,"11 55 - -3 38 |
8","Bwegl
Bwg1","20.4
20.4","17.6
17.6","62.6
62.6",cc,--,"5.0 |
5.0","0.67
0.67",,239,19.975,85.70833333,Orissa
607,"38~62 |
38 - 62","Bwg2
Bwg2","12.5
12.5","21.7
21.7","65.8
65.8",cc,--,"55
5.5","0.64
0.64",,239,19.975,85.70833333,Orissa
608,"62-95 |
62 - 95","Bwg3
Bwg3","22.3
22.3","15.4
15.4","62.3
62.3",cc,--,"6.2
6.2","0.58
0.58",,239,19.975,85.70833333,Orissa
609,"95-150 |
95 - 150","Bwg4
Bwg4","25.6
25.6","15.9
15.9","58.5
58.5",cc,-=,"6.3
6.3","0.51
0.51",,239,19.975,85.70833333,Orissa
610,"Depth
[
Deptb
(cm)
(cm)","|Hori-|
Hori-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
((‘%“))","Silt
Silt
(0.05-
(0.05-
0.002mm);|
0.002mm)
((%%) )","Clay |
Clay
(<0.002
«0.002
mm)
mm)
((%*) )",TTe ex xtu ture r e |,"Coarse
Coarse
ffr ra ag g. . |
vol. |
vol.
((%%) )","| ppH H
11: :2 2. .5
5
water
water","EC
EC
| 11: :2 2. .5 5
| wwa ate ter r
((ddSS//mm) )",,241,19.79194444,85.97555556,Orissa
611,"0-18 |
0 - 18","Ap
Ap","84.0
84.0","6.5
6.5","9.5
9.5",IIss,-=,"5.6 |
5.6","0.65
0.65",,241,19.79194444,85.97555556,Orissa
612,1188 -— 334 4,"Al2
Al2","6688. .5
5",99..00,2222..55,ssccli,--,55..99,00..5588,,241,19.79194444,85.97555556,Orissa
613,"34-7]
34-71","Cl
Cl","82.6
82.6",88..99,"88. .5
5",IIss,--,55..77,"0.51
0.51",,241,19.79194444,85.97555556,Orissa
614,"71-106 |
71 - 106","Cgl
Cgt",8855..00,77..55,"75
7.5",IIss,--,55..88,00..4477,,241,19.79194444,85.97555556,Orissa
615,11 00 66 - - 15 10 5 0 |,"CCg g2
2",8844..00,77..55,88..55,Ilss,--,66..00,"0.43
0.43",,241,19.79194444,85.97555556,Orissa
616,"Depth |
Depth
(cm)
(em)","Hori-
Hori-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
(%)
(0/0)","SSiillt t
(0.05-
(0.05-
0.002mm)|
0.002mm)
(%)
(0/0)","Clay
Clay
(<0.002
«0.002
mm)
mm)
(%)
(0/0)","Texture
Texture","| CCo oa ars rse e
frag.
frag.
vvool.l . |
((%%) )","| ppH H
| 11: :2 2. .5 5
wwa ate ter
r","EC
EC
| 11: :2 2. .5 5
water
| water
(dS/m)
(dS/m)","19°58' 36"" Nand 85°30' E ",243,19.97666667,85.5,Orissa
